vehicle_density,avg_vehicle_speed,speed_std,lane_occupancy,queue_length,edge_density,optical_flow_mag,shadow_fraction,time_of_day_norm,road_width_norm,label
11.17883009,61.02715209,6.728610347,0.18053969,5.654482384,0.3027314628,0.6443178502,0.09011882229,0.3533033139,0.8769339734,0
14.12033885,65.39063359,5.057380771,0.2220371183,4.882274941,0.3525095404,0.5553936333,0.208584005,0.4193712687,0.5701541644,0
17.17487962,70.41100403,5.090070395,0.2530535184,9.050716864,0.3612198982,0.6694501923,0.1535990275,0.3477986133,0.7874512553,0
7.623212257,70.76481984,3.53004993,0.1644069036,1.82337812,0.3462822254,0.7906489226,0.09299368263,0.1462463359,0.4608927176,0
28.93559711,44.66663706,9.607929986,0.5293947353,13.65478453,0.5111246445,0.5409718885,0,0.06849239689,0.9164219037,1
6.56534812,64.64248871,4.97333346,0.1618725037,2.083390672,0.2898529544,0.7937299294,0.1420525647,0.3217786951,0.8435647019,0
5.925610424,71.104709,4.159081506,0.1152655742,3.070374416,0.282373395,0.7466519048,0.144134406,0.4586904411,0.6330536254,0
19.75638912,65.81502378,8.344398367,0.3597059689,7.129452003,0.3331438845,0.7570111084,0.2551376468,0.3618169394,0.7776933696,0
27.56456437,55.22221158,8.401447183,0.4421850679,12.84894198,0.4857439508,0.6021331023,0.1771068108,0.01391950367,0.5124723356,1
19.43063683,64.42702575,6.852870949,0.2450219876,11.14778591,0.4061297021,0.6112280843,0.1076036219,0.579006246,0.9912534946,1
16.00685009,68.27873053,5.769633815,0.1866432904,3.33343698,0.3038531305,0.561660743,0.02429259406,0.1448164799,0.8776648253,0
14.02390624,66.66517295,0.5850336672,0.1911471295,2.867141534,0.3845390612,0.6481346229,0.2199637295,0.2110052786,0.8733640018,0
12.45515805,68.26346765,6.943295471,0.1975573259,6.328611543,0.2226808979,0.5910113948,0.1593949256,0.1207485343,0.4920281305,0
32.99948403,42.35862178,4.891973618,0.4858339482,15.13215168,0.6559802441,0.507953743,0.1184780206,0.52043273,0.4106401149,1
21.43657571,50.9410269,8.567532687,0.3007827111,6.799507927,0.4124893089,0.5983184184,0.1067072204,0.09515929241,0.7512228207,1
13.1826683,64.85039323,4.755788779,0.2007915036,5.243520755,0.2890540974,0.5672618896,0.2494756055,0.2563572492,0.4864723671,0
10.52160716,69.09886887,2.303617466,0.218565839,2.280813672,0.3361024837,0.7799603436,0.2613033429,0.4517087176,0.8682600739,0
25.58003352,54.36930861,8.847580531,0.4430503046,7.085112717,0.4871080209,0.4492687055,0.09986203433,0.1677088852,0.6496456841,0
32.52921505,41.76699384,11.01447249,0.498977281,12.02925655,0.6275978604,0.5332402141,0,0.4462413617,0.6031565494,1
30.77512636,59.91113942,5.309138187,0.5152379505,16.42215419,0.5968600744,0.5861783194,0.1329263237,0.3427351257,0.4441895575,1
9.21009702,59.269386,7.011407952,0.08706943829,3.609131921,0.2256093287,0.6293951017,0.1680878501,0.8605971774,0.997639048,0
13.94116195,69.30641125,4.398762748,0.1891765926,6.058062246,0.3259093223,0.8090128303,0.1557947651,0.7949032126,0.9736064682,0
12.28087138,64.93300469,10.62845833,0.1218223716,6.748357451,0.2773259964,0.6970815432,0.02405250334,0.9928545835,0.4789581447,0
15.23770225,61.73192756,6.940623761,0.2754036191,4.929816712,0.3894847812,0.6066321022,0.2726442946,0.528911733,0.5996869625,0
28.76988651,38.97552993,8.779157993,0.4653577452,13.81759328,0.5584491527,0.4597286991,0.001165292323,0.5753970936,0.6344725228,1
38.7111729,41.70133866,9.543234011,0.6373000927,21.08469467,0.5212824597,0.3396164969,0.09008563747,0.9466458481,0.5780806469,1
21.95011235,58.88259746,6.252515092,0.406132062,6.168997426,0.4163408967,0.4345064504,0.06824443447,0.3995922147,0.9606811358,1
10.79237633,73.71824758,3.687205084,0.1300103771,3.69737387,0.276330533,0.8288646929,0.06401697294,0.5556826845,0.8328050974,0
16.91487074,61.05611835,9.470751686,0.3052519741,10.01231913,0.4113707049,0.505549243,0,0.3790854957,0.9735498434,1
43.05741014,25.73194931,16.59720255,0.8168695521,25.54542003,0.6510483743,0.3310675227,0.1548509991,0.5458607059,0.9247032415,1
18.37871047,57.41305505,6.868078588,0.2572061473,5.316813396,0.4425778158,0.5854291715,0.2631624634,0.08076643252,0.8527249117,0
14.04535134,66.61330359,9.52117891,0.155938244,3.182372329,0.3194003759,0.6649732573,0.1368241638,0.7837940933,0.8181802642,0
14.87309539,46.10767615,1.586614771,0.1849928954,4.586396266,0.3428984916,0.3854761681,0.06938961447,0.9852799474,0.9196974946,1
21.88782287,60.7180755,7.95470902,0.3842263123,7.859759226,0.4385839774,0.5711578072,0.2627674754,0.06574040244,0.8104899381,1
9.449488878,88.07015586,6.601802419,0.2448060913,3.556808784,0.2809423803,0.8817898845,0.2171453314,0.8010397302,0.5132318794,0
12.07073481,69.3577986,5.263533758,0.2864453652,5.401925697,0.3356574249,0.7094638269,0.0824376498,0.2417348005,0.7888759099,0
30.50178618,41.15044359,5.152111919,0.5506083992,17.07493358,0.5685252829,0.3392605657,0.1757873308,0.1975470533,0.709000984,1
21.49995976,52.91016625,10.61831733,0.402297489,7.140979538,0.5216794616,0.588591429,0.2363218112,0.6933703983,0.9891368063,1
18.50180256,63.45817574,7.834586458,0.3315912211,9.990858934,0.3606014866,0.6991557319,0.07768882051,0.04413224856,0.7059793282,1
31.42479603,40.22393546,10.45647469,0.560001587,7.459981616,0.621624617,0.4409502584,0.1597358726,0.4632393473,0.4230729899,1
10.3108697,74.57635853,3.358334884,0.1870357258,2.234879766,0.2779940635,0.7106691766,0.11892149,0.001444465915,0.5585137065,0
13.75410709,62.10194576,10.10733833,0.1892469117,5.523897987,0.380987399,0.6897766108,0.05459985354,0.5543940286,0.9504290563,0
21.05941067,68.44217493,7.651375831,0.4366620782,4.714462638,0.3858743033,0.7341065022,0.1632988961,0.4620816677,0.9774137983,0
20.59275112,68.78146774,5.45206636,0.4099841051,7.351528142,0.3544478682,0.5314840715,0.1845897899,0.9154826067,0.837099146,1
5.43770037,70.83340221,0.8028253917,0.05177884779,3.038104353,0.3155133042,0.7252393845,0.153520422,0.7202719028,0.4341183393,0
12.83681247,63.94763434,6.123631159,0.2463708408,3.807311474,0.3259106353,0.7941288629,0.08470239261,0.1260061719,0.4141248326,0
15.5026079,61.21791963,7.609482555,0.3314389097,7.47830783,0.4192259956,0.6899332038,0.3180626325,0.3545399598,0.6877570017,0
22.53993782,52.88034401,6.931528009,0.3965996367,7.234106421,0.4630000805,0.6210798114,0.1108318355,0.9315797697,0.9998033839,1
20.54648937,47.76478039,4.490611372,0.3321736283,4.478477649,0.4260206008,0.421558027,0.1946721827,0.7253341473,0.9215780425,1
16.4713781,51.53626081,8.931583224,0.3460095046,6.96206004,0.3922715797,0.525413907,0.2145870908,0.594275115,0.9598645725,0
3.134316041,86.23688132,1.721951441,0.06500560568,1.673541083,0.2857753376,0.8477179253,0,0.5590715908,0.774124903,0
17.02298527,68.29071379,11.01523172,0.2523225442,6.192747198,0.41655226,0.6827283259,0.216349381,0.3980984664,0.915474837,0
18.05230287,66.91740227,3.212089407,0.2433632725,8.067890621,0.3602965405,0.628030078,0.1507155314,0.5852014627,0.5918190246,0
65.52836171,5,15.82361447,0.9455845236,36.69650108,0.8764303387,0,0.1289519692,0.7716644149,0.4164184021,1
15.16539314,76.9376224,1.098517849,0.3514127856,7.823489724,0.4266847007,0.7745229472,0.1401601698,0.1275376764,0.9509503769,0
21.13226028,54.46153585,3.0105156,0.3103617599,5.865270671,0.4135871252,0.4821643487,0.1966303784,0.9698306396,0.5310583748,0
34.57408069,45.41411257,9.662435894,0.6244319206,17.05724661,0.5210361736,0.5010230252,0,0.2393648691,0.837091813,1
27.78117816,35.55361009,6.929835902,0.4170001146,11.13350745,0.4467426093,0.3530810914,0.1525555802,0.4477426814,0.7953803889,1
39.65540741,30.57562845,14.9705417,0.6692714376,19.76372856,0.6390117893,0.1515806496,0.1844826889,0.02271562465,0.4948981291,1
5.511535536,72.13958891,4.299685107,0.1143453494,2.192523119,0.2430940986,0.8319422382,0.3228851431,0.550345923,0.5174673979,0
8.089893285,69.76822775,1.756434809,0.07287515356,2.032045814,0.2990106848,0.732507908,0.04198266182,0.3818668473,0.5974434889,0
11.48341698,55.61590788,12.75517831,0.2392421245,4.914486522,0.3004309753,0.5195220206,0.1854717744,0.2497558723,0.8541583918,0
4.734811902,79.94927314,0.7101603702,0.06900163471,1.879027134,0.3060454019,0.7725818149,0.1112798028,0.9855242538,0.4235465468,0
18.15330963,66.44491094,5.135443823,0.3301873962,7.391459362,0.389043917,0.5661994822,0.1887600856,0.4281411427,0.6442412442,0
8.604278284,63.72399095,1.250970359,0.2161305498,4.745784175,0.3574512462,0.6322464815,0.219331083,0.4142963636,0.7990679238,0
42.74048852,19.53268165,12.58052558,0.7493226237,23.84640671,0.6969820894,0.2498212271,0.09118646854,0.4631032645,0.5028825676,1
9.649229638,62.26939144,3.786970965,0.1560791445,3.680359404,0.2920850504,0.7622873114,0.3064104516,0.1161537791,0.4716503635,0
13.81071163,67.39113539,0.5905508082,0.327380961,5.279735848,0.4047743127,0.6668174512,0.2557256075,0.3930961098,0.6341273446,0
28.78625539,40.68366669,7.139802344,0.4775383582,11.68937243,0.4709740982,0.4107545287,0.2130572772,0.3364042591,0.5719355307,1
6.503768507,71.12295579,2.932162742,0.1130527897,2.652469055,0.2783450339,0.8066311563,0.1214582318,0.4651244588,0.7894573985,0
4.458674469,66.06190468,0.2369040967,0.06612996871,2.586721652,0.2056013726,0.5679138848,0.1056377991,0.8566211668,0.9817411219,0
19.59969551,72.31465663,3.677431136,0.2653814443,9.011159672,0.425674712,0.7347958574,0.1851686027,0.1927853946,0.4026813616,0
20.57726759,55.89286792,8.519579319,0.2761651617,6.399176249,0.4208374934,0.4984284007,0.1184691101,0.6077393257,0.9414279475,1
28.26601782,55.27850125,4.633463911,0.4433901742,11.66297499,0.5083701231,0.5632779886,0.1081029541,0.03763708975,0.6599338218,0
24.23463385,54.86379806,4.006623018,0.3532239064,10.92714032,0.3743399575,0.6235777597,0.3032172508,0.3167925021,0.7984046376,1
21.07100257,54.37975648,6.853438792,0.3372998663,9.606453144,0.3112422323,0.4116241925,0.1938036872,0.4726576191,0.9106162197,0
10.49543528,66.65617907,5.687108371,0.2162320129,4.556086196,0.2483228072,0.7554547886,0.2158841029,0.0742791508,0.7440751967,1
20.21464541,49.9404761,6.980965521,0.3164573275,5.480078418,0.4271023865,0.5281792965,0.3001274773,0.5439679346,0.4583870963,1
21.01857232,51.17400801,5.633909929,0.3613076436,4.486146813,0.4438583786,0.5229327826,0.1566495213,0.3103256211,0.4843571054,0
10.20877533,59.68705096,2.14646674,0.1448509386,3.421340592,0.3585545929,0.7045504827,0.09940121002,0.9928100136,0.8735680254,1
49.89446862,11.19170988,17.99966623,0.9588262532,18.51129001,0.6787191278,0.04866373876,0.06438556018,0.6309695022,0.5374589389,1
23.53316683,68.45120315,9.636954347,0.4676311937,5.288413158,0.4457637692,0.5773274354,0.2583567907,0.244175196,0.7414225697,1
8.202749446,72.38799959,2.610372589,0.1243321334,4.314539042,0.2469761828,0.6419259456,0.1201708827,0.1026732454,0.6568483075,0
28.3519474,57.70340106,7.672728121,0.4861424196,9.572495643,0.5518893147,0.6196505229,0,0.04071977937,0.5821833897,1
31.33263698,36.04833757,9.50560767,0.455191407,17.71713666,0.4778589075,0.3208863431,0,0.09077326438,0.8721805385,1
22.66263575,42.79200837,4.617198378,0.3669902615,5.932263161,0.4855527843,0.3580372603,0.03196062312,0.680059527,0.8387299913,0
14.60132099,54.65618913,3.929869342,0.2133362802,3.25279443,0.3334476013,0.4683736726,0.1199423195,0.854992276,0.7876653307,0
9.886362246,64.75979022,1.497298658,0.2019172206,3.884613139,0.3776259028,0.6615784991,0.1318777765,0.1567331147,0.6236028211,0
16.44116839,60.56259739,4.629816061,0.2275038946,4.532036587,0.373559567,0.6034228381,0.1920803736,0.4021344536,0.5358821944,0
21.66898167,52.78972906,5.139641693,0.444036722,12.45879142,0.4247441852,0.414393931,0.05904541352,0.3542353432,0.7095369706,1
17.48689071,52.8302034,6.817922834,0.2881767737,3.569447902,0.3371649013,0.4174684714,0.1674714044,0.6445180912,0.8902624602,1
40.70188436,31.85945885,14.66578151,0.6348939677,14.85813619,0.7153696972,0.276444384,0.2207286155,0.1826778817,0.7453989822,1
25.79418643,50.45006527,6.59910847,0.4315110382,14.7207192,0.5074826532,0.5779480863,0.1384823345,0.9533193104,0.9820837859,1
9.072201388,74.73156975,0.2860214098,0.1880421269,3.209448033,0.3163198244,0.7132442382,0.1128207098,0.7285563819,0.4092624928,0
7.533795699,82.72290358,4.395003912,0.1515833498,1.787345659,0.2873156881,0.7091104515,0.08066832793,0.9550718789,0.9990080688,0
23.65812759,48.69909658,7.651714715,0.402130814,7.5979964,0.4035446183,0.4800614171,0.2416752338,0.277369245,0.8148454278,1
14.83282228,71.92445801,3.349638449,0.2910952782,5.921324322,0.3819917751,0.7222885406,0.04040354704,0.5877156379,0.8996044103,0
27.1739033,47.91881679,12.27882673,0.4937229054,7.447298278,0.4684039017,0.360383714,0.2761544255,0.7322679371,0.6009714207,1
23.52457276,39.55196078,5.362269048,0.4331503347,9.095180465,0.4381217488,0.2980962526,0.1481939704,0.7109562228,0.7050047969,1
16.48978966,74.4784189,1.03187205,0.2610462901,8.814407283,0.4094464228,0.8042992596,0.06690574668,0.02134609943,0.8781935487,0
9.151693594,87.19825922,0.6216299664,0.1383969626,5.024711634,0.3057395688,0.7735483688,0.2172606871,0.9982891635,0.8563896834,0
4.91460109,79.05525052,6.329515758,0.07154282684,1.079758962,0.2500535492,0.8534391231,0.1906520449,0.9280599728,0.6004206573,0
19.97863803,56.74391408,5.040480215,0.3082740861,5.281579584,0.4715687945,0.4437005418,0.1832571029,0.1197520813,0.594646141,0
6.413072916,70.13307202,0.3776040004,0.1121682849,1.988796869,0.2231872132,0.5805777924,0.2063225442,0.5435667743,0.7976867217,0
8.86953271,65.64497699,2.740669177,0.1475444159,3.884379391,0.2059514877,0.6583014939,0.1629576905,0.3145564553,0.9601955089,0
19.2072995,66.63685062,8.795379115,0.4028750755,6.614953681,0.3522731092,0.6059974521,0.1867015934,0.8788940159,0.6632715944,0
18.02785569,58.22838727,5.159656735,0.2752234932,9.692070251,0.3878806474,0.5395010692,0.2588584123,0.6975196306,0.6117650796,0
7.057199828,84.92287858,3.891202694,0.06828461285,3.4345186,0.3052995035,0.8613612076,0.1662022397,0.2235171567,0.9368122217,0
33.47072679,40.11402717,9.473419344,0.5901321939,8.0390798,0.4975015697,0.356008711,0.2155729223,0.03386114537,0.8098336369,1
32.93946345,37.17387031,11.67947255,0.5525671598,14.8169283,0.7137679746,0.2958873289,0,0.2917418026,0.6329655878,1
24.13308849,46.22989009,7.780714929,0.3679009272,5.917555174,0.4504389326,0.5015391992,0.1759420037,0.03813727281,0.4343657385,1
24.11474977,45.11257159,6.040449608,0.4410182765,7.282998498,0.4487365762,0.4655826084,0.3518278584,0.141310713,0.8328935632,1
24.13327084,55.15324161,8.014257181,0.3882715856,6.543694237,0.376850983,0.5549928353,0.007059230651,0.6361380416,0.6117318944,1
31.16911325,32.24111726,7.723204251,0.5956994638,8.391497647,0.4395511974,0.3209596742,0.3100318788,0.7450850681,0.4423397187,1
26.19103985,42.02405231,3.722746901,0.3890100855,11.69582387,0.3727556253,0.3560857292,0.2076839305,0.4680169,0.7673734523,1
9.732567711,78.91677975,2.860106932,0.1331684295,4.140642771,0.3658966272,0.7083338466,0.01422553776,0.6002878707,0.5938041223,0
14.69151425,54.73378841,0.5393312017,0.2512416383,3.972750896,0.4075376901,0.5197594062,0.1532358408,0.1558850363,0.603073905,0
61.37333272,13.25364011,20.20428842,1,36.58274856,0.8136606973,0.06970792182,0.1821739111,0.3167951705,0.6875020784,1
3.332291608,59.49715558,0.8872151672,0.01986310471,1.228731523,0.1725773338,0.5939734717,0.2229044492,0.7128838473,0.8304848604,0
12.34877564,76.78216557,7.974508536,0.2246382113,2.949230069,0.3096115058,0.7364903685,0.1151743441,0.3648911161,0.5657982866,0
33.57856641,29.54386559,9.08285859,0.5014443805,8.335127179,0.6068575729,0.296879362,0.2056988747,0.3488112236,0.4485675495,1
10.20089813,60.7477723,3.000187847,0.215851212,4.422675742,0.2768012371,0.6000461619,0.2608210082,0.193992637,0.6546554329,0
26.63084893,53.48572191,3.580376525,0.4112562982,15.75554953,0.4212063502,0.6760787926,0.2209180449,0.5948248761,0.4329552539,1
17.87552995,60.71262913,2.050379053,0.3288641362,7.664677611,0.3597052881,0.4962305773,0.245455538,0.809538606,0.8183611059,1
10.73682717,74.27570689,1.815120137,0.2124673939,6.223243157,0.2927252242,0.727769287,0.1143560199,0.4694450286,0.9755460808,0
2.750591154,66.47318958,4.05765878,0,1.038769387,0.2644102513,0.5761154239,0.2048262003,0.1155392565,0.7952552846,0
19.62297194,54.1579904,4.508228636,0.3375158748,7.345593485,0.2858681591,0.5029342318,0.3339822294,0.8383674319,0.5652342699,0
9.575567433,63.57269341,6.853909484,0.1343083709,3.830255161,0.3042221299,0.5703664535,0.06360679556,0.0713971046,0.5090214325,1
16.01703474,51.89804792,3.23672298,0.2918761192,7.671682066,0.3253296354,0.5700984306,0.1837626571,0.4717273732,0.5396701428,1
23.9858571,55.98415115,11.83998033,0.3560612609,8.324205036,0.4130814718,0.4419285518,0.06079752912,0.2610773362,0.5329660019,0
29.65756436,51.95533435,8.693200635,0.4652211541,16.17981512,0.5342986297,0.5820179483,0.2503767167,0.9363181563,0.5882983036,1
12.32049134,62.52048075,4.715689569,0.265264781,2.608402687,0.2581145267,0.6675799362,0,0.7375431979,0.4584080069,0
10.72204011,79.31524227,0.02778384114,0.2347544868,4.030475756,0.3162169166,0.9575856819,0.1045655292,0.566408983,0.9374314346,0
6.321597033,66.12848179,3.478348866,0.05565466384,2.556433232,0.2872796931,0.8055258134,0.33455553,0.6677554407,0.9310722972,0
30.54402582,55.33490761,8.041465308,0.5988856357,13.52528851,0.5344206257,0.489515349,0.1104322745,0.5327272628,0.7691417521,1
56.25643668,16.99018846,13.29506834,0.8085043194,17.46361616,0.797907706,0.2688506292,0.1451179521,0.1476009452,0.4371522201,1
32.55548264,31.14488334,6.143645734,0.5533203237,12.07782324,0.554150077,0.2854999908,0.2497171612,0.70909868,0.8824004444,1
36.94157073,51.52230927,7.406419908,0.5514703023,14.54814837,0.605379,0.5395796256,0.1389097433,0.4926739523,0.4370731502,1
10.26416144,64.12718601,4.219967218,0.1896383121,4.873054252,0.2586014978,0.7788791625,0,0.6343092713,0.4638527343,0
23.10247533,61.91797153,5.02384775,0.3719590778,11.76880924,0.4993084375,0.5585224562,0.0643803957,0.04520166398,0.5951778356,0
28.1488978,47.38651561,3.524388074,0.4182663341,13.93738997,0.4222607937,0.4783403735,0.2554492537,0.1420347926,0.6588821906,1
0.3262230805,82.6040621,1.205765466,0,0.1098175263,0.2217794553,0.6702477321,0.2677168706,0.5893704759,0.612333374,0
7.852408183,77.78676442,4.162466115,0.09154197114,4.709719023,0.2444795032,0.8489022478,0,0.4594289031,0.4991378686,0
44.53775942,33.32149818,17.34854412,0.7461152106,24.02661248,0.5594869075,0.5014269713,0.07404064875,0.226873669,0.4672778306,1
5.357790389,70.83347903,7.566568845,0.1380327865,1.62881837,0.2250724113,0.7541953,0.09621485873,0.2407609205,0.915649136,0
40.44734681,35.71650859,8.196933017,0.7720629503,11.24607424,0.5985509653,0.4666143194,0.1195421193,0.6316583126,0.6179087356,1
5.327052257,77.26033608,4.755467572,0.08023949438,1.734533496,0.3226159643,0.8639594096,0.07568771509,0.05896702693,0.5311596269,0
8.154026028,71.92365836,3.493501816,0.1508411451,3.106177888,0.3725238888,0.6627084503,0.1584729579,0.4342583442,0.692194814,0
23.36421863,50.33640537,5.509149561,0.4487144306,12.6241488,0.4271601509,0.5293001653,0.1041596105,0.5231035047,0.4220940403,1
18.16836177,59.89048454,4.09039127,0.280359207,9.290299234,0.3122321767,0.6384171577,0.1157171642,0.3081426027,0.7601687094,1
13.18039887,79.92384732,5.917554601,0.1805190783,7.123985154,0.2664979508,0.705925581,0.05937786243,0.8205498285,0.5490937521,0
43.52069682,25.414945,12.93635665,0.8227662137,13.43844462,0.6738004339,0.3697224021,0.2127006449,0.05676958257,0.7589178485,1
6.461278656,81.89916497,5.844243875,0.09869959589,2.826063063,0.3000206494,0.7786160678,0.03902613664,0.8657827852,0.7684750987,0
15.60669311,56.31487687,10.90105114,0.2709783943,4.889571098,0.3256985502,0.5458029494,0.1805393345,0.7232629929,0.8855345148,0
25.22513697,42.67931834,8.867063648,0.3402256017,6.145077058,0.3935399732,0.405701641,0.2302643633,0.4462543789,0.5379428534,1
20.85722038,81.18253031,6.101133771,0.3214297094,9.879629323,0.4581859403,0.8148239775,0.3092746056,0.9244673902,0.6780787832,0
10.98603154,71.13695572,1.140539744,0.2774574737,2.825596552,0.2484608563,0.9457437721,0.1900390705,0.7022382965,0.9771324029,0
11.27822261,71.00624056,2.816585272,0.2111106998,5.267822119,0.2905666166,0.6615395655,0.1680963074,0.9310453497,0.8362749065,0
29.38628596,49.49827902,12.62344757,0.4883373498,13.49376294,0.5175374814,0.3713140726,0.0147720861,0.4725897794,0.9852062848,1
30.23136193,54.98076333,9.854263884,0.5735418105,15.84423798,0.4022683469,0.5628961061,0.2678185972,0.452973101,0.9564194278,1
21.20965722,57.81089146,7.489021038,0.2712394242,5.425893574,0.4597639849,0.5090684468,0.1614361501,0.5307426314,0.7664491581,1
9.289293479,75.38262281,0.9607238152,0.1340840921,4.76904951,0.4119070033,0.7211366356,0.1747480936,0.06542670399,0.5583582135,0
11.53824279,57.68556243,2.412582007,0.3060534671,6.919606624,0.321076869,0.6264423474,0.181633901,0.9084942513,0.854154494,0
17.08836599,67.36534911,5.279664318,0.2823076603,9.234843134,0.3691510294,0.5866493094,0.1591399494,0.6677170516,0.8188715475,0
18.75197687,55.60354329,7.715292092,0.3096886404,9.389580441,0.3897360404,0.5269070962,0.1506321875,0.6175856779,0.7533340722,1
24.60691524,55.84564157,6.134625942,0.4690725398,11.43892175,0.4573116218,0.5818942463,0.1208344287,0.9264635365,0.8186975371,1
15.05973155,48.20736251,7.30152576,0.3134283135,5.552712682,0.3140986457,0.4198058323,0.2081593539,0.9936371776,0.7681518487,0
28.98320624,50.26158925,5.261902248,0.4179761183,14.26553606,0.4336154295,0.4994503053,0.02997713616,0.1633933907,0.7116274138,0
28.78613019,27.52147293,8.844448028,0.5011671702,14.09573932,0.4702058443,0.2986082131,0.02826742862,0.7489969849,0.649573289,1
37.69882592,32.55408513,11.01680314,0.7161032925,17.06246272,0.5846683552,0.316235274,0.08222977314,0.5799451745,0.4268250247,1
17.58184617,45.25737187,0.7279744671,0.2608765629,9.116386817,0.3258979397,0.4651278388,0.2498969375,0.4609971886,0.9194127515,1
21.43769347,59.33906165,6.288183571,0.3386733485,8.135723766,0.3470465034,0.6219373083,0.1856213959,0.9776126016,0.9193243496,0
15.84553242,61.53952014,3.005846165,0.2655331427,3.937631997,0.3364343178,0.5615360096,0.09922871646,0.8502630112,0.756428392,0
9.373255039,62.58579473,7.053300694,0.190938162,3.970764766,0.2270619811,0.508403348,0.08595210572,0.6967499841,0.5607305831,0
55.49149152,24.88547453,15.41667935,0.8534749416,16.9813626,0.7885047625,0.1660096772,0.1436463231,0.3826761672,0.4168786264,1
34.86013246,30.99450909,11.51065134,0.4253758357,12.33258197,0.3765223622,0.214091494,0.1820216933,0.6660408042,0.4008572825,1
28.42685392,21.63822463,4.834930229,0.4845555721,5.883391157,0.425861843,0.3149785589,0.2588714942,0.5316941236,0.4437444338,1
17.18951883,63.48165768,5.866562328,0.344785871,6.069898173,0.4425716785,0.4959355707,0.3142238947,0.2493684497,0.6159317958,0
8.768988836,55.34442364,1.385557725,0.1305518483,4.590744915,0.2766039637,0.6036920975,0.139928586,0.4503813231,0.5130375676,1
31.53829475,35.23396916,7.132658972,0.4951182541,13.15427414,0.5245794138,0.2975748188,0.3261687788,0.2122119681,0.5590348514,1
15.65866133,57.07083382,13.19927509,0.2526293677,3.193117519,0.3501406279,0.6535387351,0.1563712248,0.5004202932,0.8197962264,0
22.66475525,41.4103429,5.739079488,0.4576232293,8.792509126,0.3952816365,0.3803380729,0.1741867747,0.7202380759,0.9754898646,1
11.50645996,62.24242736,2.816091199,0.1585462622,3.642722677,0.3698242546,0.6249023158,0.2283016528,0.03664622382,0.5240655058,1
20.3809636,44.30058859,8.820269437,0.3681968418,7.969369728,0.3752165552,0.4843959562,0.2399090121,0.7653797093,0.6793863605,1
12.02281794,66.87168395,1.301565338,0.1427017492,4.350782354,0.2788041014,0.7690573823,0.2760321313,0.01999399201,0.9948876409,0
12.35717093,55.34143283,4.916968112,0.1506675751,7.078084796,0.3564098083,0.5078061191,0.04714112282,0.517277703,0.9590046389,0
20.21198708,55.98678669,7.594557362,0.3791186047,4.37530743,0.3055872591,0.5105523249,0.1597769731,0.5734767072,0.6113897818,1
5.261775901,82.98193055,2.31263405,0.1694147297,2.49110995,0.238346583,0.87072874,0.2504101503,0.7612434596,0.5918134281,0
5.48080217,79.68201956,8.533258599,0.1357968086,2.9618838,0.2288601676,0.6698599562,0.06455791653,0.7610288233,0.5453023842,0
10.17494904,67.13637562,0.6396775632,0.06689101198,5.939071294,0.2865417579,0.5339607412,0.0002380059956,0.4174554458,0.4932417099,0
